train_id,date,day_of_week,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,current_delay_min,distance_km,weather,congestion_level,hour_of_day,is_weekend,is_holiday,future_delay_min,future_delay_hms
T103,2024-03-09,Saturday,Durgapur,Asansol,13:20,14:00,14:26,15:25,66.1,40,Clear,Low,13,True,False,85.2,1h 25m 12s
T103,2024-03-09,Saturday,Asansol,Dhanbad,14:00,15:00,15:25,16:44,85.2,60,Clear,Medium,14,True,False,104.8,1h 44m 48s
T104,2024-03-09,Saturday,Howrah,Bardhaman,13:00,14:30,13:00,14:54,0.0,95,Fog,Low,13,True,False,24.6,0h 24m 36s
T104,2024-03-09,Saturday,Bardhaman,Durgapur,14:30,15:20,14:54,16:11,24.6,55,Clear,High,14,True,False,51.3,0h 51m 18s
T104,2024-03-09,Saturday,Durgapur,Asansol,15:20,16:00,16:11,16:51,51.3,40,Clear,Low,15,True,False,51.3,0h 51m 18s
T104,2024-03-09,Saturday,Asansol,Dhanbad,16:00,17:00,16:51,18:11,51.3,60,Clear,High,16,True,False,71.9,1h 11m 54s
T105,2024-03-09,Saturday,Howrah,Bardhaman,15:00,16:30,15:00,16:32,0.0,95,Clear,Low,15,True,False,2.1,0h 2m 6s
T105,2024-03-09,Saturday,Bardhaman,Durgapur,16:30,17:20,16:32,17:22,2.1,55,Clear,Low,16,True,False,2.1,0h 2m 6s
T105,2024-03-09,Saturday,Durgapur,Asansol,17:20,18:00,17:22,18:02,2.1,40,Clear,Low,17,True,False,2.1,0h 2m 6s
T105,2024-03-09,Saturday,Asansol,Dhanbad,18:00,19:00,18:02,19:02,2.1,60,Clear,Low,18,True,False,2.1,0h 2m 6s
T106,2024-03-09,Saturday,Howrah,Bardhaman,17:00,18:30,17:00,18:45,0.0,95,Clear,Medium,17,True,False,15.8,0h 15m 48s
T106,2024-03-09,Saturday,Bardhaman,Durgapur,18:30,19:20,18:45,19:54,15.8,55,Clear,Medium,18,True,False,34.5,0h 34m 30s
T106,2024-03-09,Saturday,Durgapur,Asansol,19:20,20:00,19:54,20:49,34.5,40,Clear,Low,19,True,False,49.6,0h 49m 36s
T106,2024-03-09,Saturday,Asansol,Dhanbad,20:00,21:00,20:49,22:14,49.6,60,Rain,Low,20,True,False,74.2,1h 14m 12s
T107,2024-03-09,Saturday,Howrah,Bardhaman,19:00,20:30,19:00,20:34,0.0,95,Clear,Low,19,True,False,4.5,0h 4m 30s
T107,2024-03-09,Saturday,Bardhaman,Durgapur,20:30,21:20,20:34,21:30,4.5,55,Clear,Low,20,True,False,10.4,0h 10m 24s
T107,2024-03-09,Saturday,Durgapur,Asansol,21:20,22:00,21:30,22:25,10.4,40,Rain,Low,21,True,False,25.4,0h 25m 24s
T107,2024-03-09,Saturday,Asansol,Dhanbad,22:00,23:00,22:25,23:32,25.4,60,Clear,Low,22,True,False,32.6,0h 32m 36s
T100,2024-03-10,Sunday,Howrah,Bardhaman,05:00,06:30,05:00,06:35,0.0,95,Clear,Low,5,True,False,5.5,0h 5m 30s
T100,2024-03-10,Sunday,Bardhaman,Durgapur,06:30,07:20,06:35,07:45,5.5,55,Clear,Medium,6,True,False,25.7,0h 25m 42s
T100,2024-03-10,Sunday,Durgapur,Asansol,07:20,08:00,07:45,08:32,25.7,40,Clear,Low,7,True,False,32.3,0h 32m 18s
T100,2024-03-10,Sunday,Asansol,Dhanbad,08:00,09:00,08:32,09:41,32.3,60,Clear,Medium,8,True,False,41.3,0h 41m 18s
T101,2024-03-10,Sunday,Howrah,Bardhaman,07:00,08:30,07:00,08:44,0.0,95,Rain,Low,7,True,False,14.8,0h 14m 48s
T101,2024-03-10,Sunday,Bardhaman,Durgapur,08:30,09:20,08:44,09:34,14.8,55,Clear,Low,8,True,False,14.8,0h 14m 48s
T101,2024-03-10,Sunday,Durgapur,Asansol,09:20,10:00,09:34,10:22,14.8,40,Clear,Medium,9,True,False,22.0,0h 22m 0s
T101,2024-03-10,Sunday,Asansol,Dhanbad,10:00,11:00,10:22,11:41,22.0,60,Clear,High,10,True,False,41.6,0h 41m 36s
T102,2024-03-10,Sunday,Howrah,Bardhaman,09:00,10:30,09:00,10:56,0.0,95,Rain,Low,9,True,False,26.8,0h 26m 48s
T102,2024-03-10,Sunday,Bardhaman,Durgapur,10:30,11:20,10:56,12:12,26.8,55,Fog,Medium,10,True,False,52.5,0h 52m 30s
T102,2024-03-10,Sunday,Durgapur,Asansol,11:20,12:00,12:12,12:52,52.5,40,Clear,Low,11,True,False,53.0,0h 53m 0s
T102,2024-03-10,Sunday,Asansol,Dhanbad,12:00,13:00,12:52,14:35,53.0,60,Clear,High,12,True,False,95.3,1h 35m 18s
T103,2024-03-10,Sunday,Howrah,Bardhaman,11:00,12:30,11:00,12:46,0.0,95,Clear,Low,11,True,False,16.7,0h 16m 42s
T103,2024-03-10,Sunday,Bardhaman,Durgapur,12:30,13:20,12:46,13:58,16.7,55,Rain,Low,12,True,False,38.0,0h 38m 0s
T103,2024-03-10,Sunday,Durgapur,Asansol,13:20,14:00,13:58,14:50,38.0,40,Clear,Low,13,True,False,50.8,0h 50m 48s
T103,2024-03-10,Sunday,Asansol,Dhanbad,14:00,15:00,14:50,16:04,50.8,60,Clear,Low,14,True,False,64.5,1h 4m 30s
T104,2024-03-10,Sunday,Howrah,Bardhaman,13:00,14:30,13:00,14:39,0.0,95,Rain,Low,13,True,False,9.9,0h 9m 54s
T104,2024-03-10,Sunday,Bardhaman,Durgapur,14:30,15:20,14:39,15:43,9.9,55,Fog,Low,14,True,False,23.9,0h 23m 54s
T104,2024-03-10,Sunday,Durgapur,Asansol,15:20,16:00,15:43,16:38,23.9,40,Fog,Low,15,True,False,38.3,0h 38m 18s
T104,2024-03-10,Sunday,Asansol,Dhanbad,16:00,17:00,16:38,17:38,38.3,60,Clear,Low,16,True,False,38.3,0h 38m 18s
T105,2024-03-10,Sunday,Howrah,Bardhaman,15:00,16:30,15:00,16:30,0.0,95,Clear,Low,15,True,False,0.0,0h 0m 0s
T105,2024-03-10,Sunday,Bardhaman,Durgapur,16:30,17:20,16:30,17:20,0.0,55,Clear,Low,16,True,False,0.0,0h 0m 0s
T105,2024-03-10,Sunday,Durgapur,Asansol,17:20,18:00,17:20,18:08,0.0,40,Clear,Medium,17,True,False,8.4,0h 8m 24s
T105,2024-03-10,Sunday,Asansol,Dhanbad,18:00,19:00,18:08,19:08,8.4,60,Rain,Low,18,True,False,8.4,0h 8m 24s
T106,2024-03-10,Sunday,Howrah,Bardhaman,17:00,18:30,17:00,18:48,0.0,95,Clear,Medium,17,True,False,18.1,0h 18m 6s
T106,2024-03-10,Sunday,Bardhaman,Durgapur,18:30,19:20,18:48,19:45,18.1,55,Clear,Low,18,True,False,25.2,0h 25m 12s
T106,2024-03-10,Sunday,Durgapur,Asansol,19:20,20:00,19:45,20:59,25.2,40,Clear,Medium,19,True,False,59.9,0h 59m 54s
T106,2024-03-10,Sunday,Asansol,Dhanbad,20:00,21:00,20:59,22:27,59.9,60,Clear,Medium,20,True,False,87.9,1h 27m 54s
T107,2024-03-10,Sunday,Howrah,Bardhaman,19:00,20:30,19:00,21:04,0.0,95,Rain,High,19,True,False,34.4,0h 34m 24s
T107,2024-03-10,Sunday,Bardhaman,Durgapur,20:30,21:20,21:04,21:54,34.4,55,Clear,Low,20,True,False,34.4,0h 34m 24s
T107,2024-03-10,Sunday,Durgapur,Asansol,21:20,22:00,21:54,23:02,34.4,40,Fog,Low,21,True,False,62.6,1h 2m 36s
T107,2024-03-10,Sunday,Asansol,Dhanbad,22:00,23:00,23:02,00:25,62.6,60,Rain,Medium,22,True,False,85.1,1h 25m 6s
T100,2024-03-11,Monday,Howrah,Bardhaman,05:00,06:30,05:00,06:54,0.0,95,Rain,Low,5,False,False,24.3,0h 24m 18s
T100,2024-03-11,Monday,Bardhaman,Durgapur,06:30,07:20,06:54,08:10,24.3,55,Clear,Medium,6,False,False,50.3,0h 50m 18s
T100,2024-03-11,Monday,Durgapur,Asansol,07:20,08:00,08:10,09:13,50.3,40,Clear,High,7,False,False,73.3,1h 13m 18s
T100,2024-03-11,Monday,Asansol,Dhanbad,08:00,09:00,09:13,10:28,73.3,60,Clear,Medium,8,False,False,88.1,1h 28m 6s
T101,2024-03-11,Monday,Howrah,Bardhaman,07:00,08:30,07:00,08:47,0.0,95,Clear,Medium,7,False,False,17.4,0h 17m 24s
T101,2024-03-11,Monday,Bardhaman,Durgapur,08:30,09:20,08:47,09:47,17.4,55,Clear,Medium,8,False,False,28.0,0h 28m 0s
T101,2024-03-11,Monday,Durgapur,Asansol,09:20,10:00,09:47,10:47,28.0,40,Clear,High,9,False,False,47.4,0h 47m 24s
T101,2024-03-11,Monday,Asansol,Dhanbad,10:00,11:00,10:47,11:52,47.4,60,Clear,Low,10,False,False,53.0,0h 53m 0s
T102,2024-03-11,Monday,Howrah,Bardhaman,09:00,10:30,09:00,11:01,0.0,95,Clear,High,9,False,False,31.7,0h 31m 42s
T102,2024-03-11,Monday,Bardhaman,Durgapur,10:30,11:20,11:01,12:32,31.7,55,Fog,Low,10,False,False,72.2,1h 12m 12s
T102,2024-03-11,Monday,Durgapur,Asansol,11:20,12:00,12:32,13:18,72.2,40,Clear,Low,11,False,False,78.7,1h 18m 42s
T102,2024-03-11,Monday,Asansol,Dhanbad,12:00,13:00,13:18,14:37,78.7,60,Clear,Medium,12,False,False,97.6,1h 37m 36s
T103,2024-03-11,Monday,Howrah,Bardhaman,11:00,12:30,11:00,12:55,0.0,95,Clear,Medium,11,False,False,26.0,0h 26m 0s
T103,2024-03-11,Monday,Bardhaman,Durgapur,12:30,13:20,12:55,14:25,26.0,55,Clear,High,12,False,False,65.5,1h 5m 30s
T103,2024-03-11,Monday,Durgapur,Asansol,13:20,14:00,14:25,15:22,65.5,40,Clear,Low,13,False,False,82.7,1h 22m 42s
T103,2024-03-11,Monday,Asansol,Dhanbad,14:00,15:00,15:22,16:45,82.7,60,Clear,Medium,14,False,False,105.0,1h 45m 0s
T104,2024-03-11,Monday,Howrah,Bardhaman,13:00,14:30,13:00,14:30,0.0,95,Clear,Low,13,False,False,0.0,0h 0m 0s
T104,2024-03-11,Monday,Bardhaman,Durgapur,14:30,15:20,14:30,15:46,0.0,55,Rain,Medium,14,False,False,26.8,0h 26m 48s
T104,2024-03-11,Monday,Durgapur,Asansol,15:20,16:00,15:46,16:30,26.8,40,Clear,Low,15,False,False,30.4,0h 30m 24s
T104,2024-03-11,Monday,Asansol,Dhanbad,16:00,17:00,16:30,17:30,30.4,60,Clear,Low,16,False,False,30.4,0h 30m 24s
T105,2024-03-11,Monday,Howrah,Bardhaman,15:00,16:30,15:00,16:36,0.0,95,Clear,Medium,15,False,False,6.8,0h 6m 48s
T105,2024-03-11,Monday,Bardhaman,Durgapur,16:30,17:20,16:36,17:37,6.8,55,Clear,Medium,16,False,False,17.0,0h 17m 0s
T105,2024-03-11,Monday,Durgapur,Asansol,17:20,18:00,17:37,18:22,17.0,40,Clear,Low,17,False,False,22.3,0h 22m 18s
T105,2024-03-11,Monday,Asansol,Dhanbad,18:00,19:00,18:22,19:30,22.3,60,Clear,Medium,18,False,False,30.0,0h 30m 0s
T106,2024-03-11,Monday,Howrah,Bardhaman,17:00,18:30,17:00,19:06,0.0,95,Clear,High,17,False,False,36.1,0h 36m 6s
T106,2024-03-11,Monday,Bardhaman,Durgapur,18:30,19:20,19:06,20:21,36.1,55,Rain,High,18,False,False,61.5,1h 1m 30s
T106,2024-03-11,Monday,Durgapur,Asansol,19:20,20:00,20:21,21:45,61.5,40,Clear,High,19,False,False,105.4,1h 45m 24s
T106,2024-03-11,Monday,Asansol,Dhanbad,20:00,21:00,21:45,22:57,105.4,60,Clear,Low,20,False,False,117.3,1h 57m 18s
T107,2024-03-11,Monday,Howrah,Bardhaman,19:00,20:30,19:00,21:13,0.0,95,Clear,High,19,False,False,43.1,0h 43m 6s
T107,2024-03-11,Monday,Bardhaman,Durgapur,20:30,21:20,21:13,22:24,43.1,55,Clear,Medium,20,False,False,64.3,1h 4m 18s
T107,2024-03-11,Monday,Durgapur,Asansol,21:20,22:00,22:24,23:20,64.3,40,Clear,Medium,21,False,False,80.8,1h 20m 48s
T107,2024-03-11,Monday,Asansol,Dhanbad,22:00,23:00,23:20,00:48,80.8,60,Rain,Low,22,False,False,108.5,1h 48m 30s
T100,2024-03-12,Tuesday,Howrah,Bardhaman,05:00,06:30,05:00,06:53,0.0,95,Fog,Low,5,False,False,23.1,0h 23m 6s
T100,2024-03-12,Tuesday,Bardhaman,Durgapur,06:30,07:20,06:53,07:49,23.1,55,Clear,Low,6,False,False,29.6,0h 29m 36s
T100,2024-03-12,Tuesday,Durgapur,Asansol,07:20,08:00,07:49,09:21,29.6,40,Clear,High,7,False,False,81.9,1h 21m 54s
T100,2024-03-12,Tuesday,Asansol,Dhanbad,08:00,09:00,09:21,11:03,81.9,60,Fog,High,8,False,False,123.1,2h 3m 6s
T101,2024-03-12,Tuesday,Howrah,Bardhaman,07:00,08:30,07:00,09:16,0.0,95,Clear,High,7,False,False,46.2,0h 46m 12s
T101,2024-03-12,Tuesday,Bardhaman,Durgapur,08:30,09:20,09:16,10:28,46.2,55,Clear,High,8,False,False,68.1,1h 8m 6s
T101,2024-03-12,Tuesday,Durgapur,Asansol,09:20,10:00,10:28,11:32,68.1,40,Clear,High,9,False,False,92.6,1h 32m 36s
T101,2024-03-12,Tuesday,Asansol,Dhanbad,10:00,11:00,11:32,13:05,92.6,60,Fog,Medium,10,False,False,125.3,2h 5m 18s
T102,2024-03-12,Tuesday,Howrah,Bardhaman,09:00,10:30,09:00,11:06,0.0,95,Fog,High,9,False,False,36.1,0h 36m 6s
T102,2024-03-12,Tuesday,Bardhaman,Durgapur,10:30,11:20,11:06,12:43,36.1,55,Clear,High,10,False,False,83.3,1h 23m 18s
T102,2024-03-12,Tuesday,Durgapur,Asansol,11:20,12:00,12:43,13:32,83.3,40,Clear,Low,11,False,False,92.7,1h 32m 42s
T102,2024-03-12,Tuesday,Asansol,Dhanbad,12:00,13:00,13:32,14:54,92.7,60,Rain,Medium,12,False,False,114.8,1h 54m 48s
T103,2024-03-12,Tuesday,Howrah,Bardhaman,11:00,12:30,11:00,13:19,0.0,95,Rain,Medium,11,False,False,49.7,0h 49m 42s
T103,2024-03-12,Tuesday,Bardhaman,Durgapur,12:30,13:20,13:19,14:24,49.7,55,Clear,Low,12,False,False,64.4,1h 4m 24s
T103,2024-03-12,Tuesday,Durgapur,Asansol,13:20,14:00,14:24,15:30,64.4,40,Clear,High,13,False,False,90.2,1h 30m 12s
T103,2024-03-12,Tuesday,Asansol,Dhanbad,14:00,15:00,15:30,17:13,90.2,60,Clear,High,14,False,False,133.0,2h 13m 0s
T104,2024-03-12,Tuesday,Howrah,Bardhaman,13:00,14:30,13:00,14:35,0.0,95,Clear,Medium,13,False,False,5.2,0h 5m 12s
T104,2024-03-12,Tuesday,Bardhaman,Durgapur,14:30,15:20,14:35,15:35,5.2,55,Clear,Medium,14,False,False,15.1,0h 15m 6s
T104,2024-03-12,Tuesday,Durgapur,Asansol,15:20,16:00,15:35,16:19,15.1,40,Clear,Low,15,False,False,19.8,0h 19m 48s
T104,2024-03-12,Tuesday,Asansol,Dhanbad,16:00,17:00,16:19,17:51,19.8,60,Fog,Medium,16,False,False,51.6,0h 51m 36s
T105,2024-03-12,Tuesday,Howrah,Bardhaman,15:00,16:30,15:00,16:49,0.0,95,Clear,Medium,15,False,False,19.4,0h 19m 24s
T105,2024-03-12,Tuesday,Bardhaman,Durgapur,16:30,17:20,16:49,17:43,19.4,55,Clear,Low,16,False,False,23.6,0h 23m 36s
T105,2024-03-12,Tuesday,Durgapur,Asansol,17:20,18:00,17:43,18:44,23.6,40,Clear,High,17,False,False,44.1,0h 44m 6s
T105,2024-03-12,Tuesday,Asansol,Dhanbad,18:00,19:00,18:44,20:16,44.1,60,Clear,High,18,False,False,76.5,1h 16m 30s
T106,2024-03-12,Tuesday,Howrah,Bardhaman,17:00,18:30,17:00,18:47,0.0,95,Clear,Low,17,False,False,17.5,0h 17m 30s
T106,2024-03-12,Tuesday,Bardhaman,Durgapur,18:30,19:20,18:47,20:37,17.5,55,Rain,High,18,False,False,77.3,1h 17m 18s
T106,2024-03-12,Tuesday,Durgapur,Asansol,19:20,20:00,20:37,21:57,77.3,40,Clear,High,19,False,False,117.7,1h 57m 42s
T106,2024-03-12,Tuesday,Asansol,Dhanbad,20:00,21:00,21:57,23:10,117.7,60,Clear,Low,20,False,False,130.2,2h 10m 12s
T107,2024-03-12,Tuesday,Howrah,Bardhaman,19:00,20:30,19:00,21:05,0.0,95,Rain,High,19,False,False,35.2,0h 35m 12s
T107,2024-03-12,Tuesday,Bardhaman,Durgapur,20:30,21:20,21:05,22:21,35.2,55,Fog,Low,20,False,False,61.9,1h 1m 54s
T107,2024-03-12,Tuesday,Durgapur,Asansol,21:20,22:00,22:21,23:19,61.9,40,Clear,Medium,21,False,False,79.6,1h 19m 36s
T107,2024-03-12,Tuesday,Asansol,Dhanbad,22:00,23:00,23:19,00:33,79.6,60,Clear,Low,22,False,False,93.5,1h 33m 30s
T100,2024-03-13,Wednesday,Howrah,Bardhaman,05:00,06:30,05:00,07:01,0.0,95,Clear,High,5,False,False,31.3,0h 31m 18s
T100,2024-03-13,Wednesday,Bardhaman,Durgapur,06:30,07:20,07:01,07:58,31.3,55,Clear,Low,6,False,False,38.2,0h 38m 12s
T100,2024-03-13,Wednesday,Durgapur,Asansol,07:20,08:00,07:58,09:03,38.2,40,Rain,Medium,7,False,False,63.9,1h 3m 54s
T100,2024-03-13,Wednesday,Asansol,Dhanbad,08:00,09:00,09:03,10:37,63.9,60,Fog,Medium,8,False,False,97.7,1h 37m 42s
T101,2024-03-13,Wednesday,Howrah,Bardhaman,07:00,08:30,07:00,08:42,0.0,95,Clear,Medium,7,False,False,12.8,0h 12m 48s
T101,2024-03-13,Wednesday,Bardhaman,Durgapur,08:30,09:20,08:42,09:46,12.8,55,Clear,High,8,False,False,26.7,0h 26m 42s
T101,2024-03-13,Wednesday,Durgapur,Asansol,09:20,10:00,09:46,10:42,26.7,40,Clear,High,9,False,False,42.2,0h 42m 12s
T101,2024-03-13,Wednesday,Asansol,Dhanbad,10:00,11:00,10:42,11:47,42.2,60,Clear,Low,10,False,False,47.1,0h 47m 6s
T102,2024-03-13,Wednesday,Howrah,Bardhaman,09:00,10:30,09:00,10:58,0.0,95,Fog,High,9,False,False,28.8,0h 28m 48s
T102,2024-03-13,Wednesday,Bardhaman,Durgapur,10:30,11:20,10:58,12:22,28.8,55,Clear,High,10,False,False,62.4,1h 2m 24s
T102,2024-03-13,Wednesday,Durgapur,Asansol,11:20,12:00,12:22,13:15,62.4,40,Clear,Low,11,False,False,75.8,1h 15m 48s
T102,2024-03-13,Wednesday,Asansol,Dhanbad,12:00,13:00,13:15,14:36,75.8,60,Clear,Medium,12,False,False,96.8,1h 36m 48s
T103,2024-03-13,Wednesday,Howrah,Bardhaman,11:00,12:30,11:00,12:56,0.0,95,Rain,Medium,11,False,False,26.5,0h 26m 30s
T103,2024-03-13,Wednesday,Bardhaman,Durgapur,12:30,13:20,12:56,14:07,26.5,55,Clear,Low,12,False,False,47.9,0h 47m 54s
T103,2024-03-13,Wednesday,Durgapur,Asansol,13:20,14:00,14:07,15:10,47.9,40,Clear,Medium,13,False,False,70.6,1h 10m 36s
T103,2024-03-13,Wednesday,Asansol,Dhanbad,14:00,15:00,15:10,16:34,70.6,60,Clear,Medium,14,False,False,94.4,1h 34m 24s
T104,2024-03-13,Wednesday,Howrah,Bardhaman,13:00,14:30,13:00,14:52,0.0,95,Clear,Medium,13,False,False,22.7,0h 22m 42s
T104,2024-03-13,Wednesday,Bardhaman,Durgapur,14:30,15:20,14:52,15:54,22.7,55,Clear,Medium,14,False,False,34.1,0h 34m 6s
T104,2024-03-13,Wednesday,Durgapur,Asansol,15:20,16:00,15:54,16:43,34.1,40,Clear,Medium,15,False,False,43.6,0h 43m 36s
T104,2024-03-13,Wednesday,Asansol,Dhanbad,16:00,17:00,16:43,17:48,43.6,60,Clear,Low,16,False,False,48.4,0h 48m 24s
T105,2024-03-13,Wednesday,Howrah,Bardhaman,15:00,16:30,15:00,16:38,0.0,95,Clear,Low,15,False,False,8.9,0h 8m 54s
T105,2024-03-13,Wednesday,Bardhaman,Durgapur,16:30,17:20,16:38,17:46,8.9,55,Clear,Medium,16,False,False,26.9,0h 26m 54s
T105,2024-03-13,Wednesday,Durgapur,Asansol,17:20,18:00,17:46,18:40,26.9,40,Clear,Medium,17,False,False,40.5,0h 40m 30s
T105,2024-03-13,Wednesday,Asansol,Dhanbad,18:00,19:00,18:40,20:04,40.5,60,Rain,Medium,18,False,False,64.7,1h 4m 42s
T106,2024-03-13,Wednesday,Howrah,Bardhaman,17:00,18:30,17:00,18:49,0.0,95,Clear,Low,17,False,False,19.9,0h 19m 54s
T106,2024-03-13,Wednesday,Bardhaman,Durgapur,18:30,19:20,18:49,19:54,19.9,55,Clear,Low,18,False,False,35.0,0h 35m 0s
T106,2024-03-13,Wednesday,Durgapur,Asansol,19:20,20:00,19:54,21:16,35.0,40,Rain,Medium,19,False,False,76.5,1h 16m 30s
T106,2024-03-13,Wednesday,Asansol,Dhanbad,20:00,21:00,21:16,22:28,76.5,60,Clear,Low,20,False,False,88.9,1h 28m 54s
T107,2024-03-13,Wednesday,Howrah,Bardhaman,19:00,20:30,19:00,20:50,0.0,95,Rain,Low,19,False,False,20.7,0h 20m 42s
T107,2024-03-13,Wednesday,Bardhaman,Durgapur,20:30,21:20,20:50,22:05,20.7,55,Clear,High,20,False,False,45.8,0h 45m 48s
T107,2024-03-13,Wednesday,Durgapur,Asansol,21:20,22:00,22:05,23:14,45.8,40,Rain,Medium,21,False,False,74.2,1h 14m 12s
T107,2024-03-13,Wednesday,Asansol,Dhanbad,22:00,23:00,23:14,00:41,74.2,60,Clear,Medium,22,False,False,101.0,1h 41m 0s
T100,2024-03-14,Thursday,Howrah,Bardhaman,05:00,06:30,05:00,06:46,0.0,95,Rain,Medium,5,False,False,16.7,0h 16m 42s
T100,2024-03-14,Thursday,Bardhaman,Durgapur,06:30,07:20,06:46,08:00,16.7,55,Fog,Low,6,False,False,40.8,0h 40m 48s
T100,2024-03-14,Thursday,Durgapur,Asansol,07:20,08:00,08:00,09:25,40.8,40,Clear,High,7,False,False,85.3,1h 25m 18s
T100,2024-03-14,Thursday,Asansol,Dhanbad,08:00,09:00,09:25,10:42,85.3,60,Clear,Medium,8,False,False,103.0,1h 43m 0s
T101,2024-03-14,Thursday,Howrah,Bardhaman,07:00,08:30,07:00,08:52,0.0,95,Clear,High,7,False,False,22.4,0h 22m 24s
T101,2024-03-14,Thursday,Bardhaman,Durgapur,08:30,09:20,08:52,10:07,22.4,55,Clear,High,8,False,False,47.5,0h 47m 30s
T101,2024-03-14,Thursday,Durgapur,Asansol,09:20,10:00,10:07,11:19,47.5,40,Rain,Medium,9,False,False,79.4,1h 19m 24s
T101,2024-03-14,Thursday,Asansol,Dhanbad,10:00,11:00,11:19,12:21,79.4,60,Fog,Low,10,False,False,81.8,1h 21m 48s
T102,2024-03-14,Thursday,Howrah,Bardhaman,09:00,10:30,09:00,10:55,0.0,95,Clear,High,9,False,False,25.6,0h 25m 36s
T102,2024-03-14,Thursday,Bardhaman,Durgapur,10:30,11:20,10:55,11:56,25.6,55,Clear,Low,10,False,False,36.9,0h 36m 54s
T102,2024-03-14,Thursday,Durgapur,Asansol,11:20,12:00,11:56,13:10,36.9,40,Fog,Low,11,False,False,70.6,1h 10m 36s
T102,2024-03-14,Thursday,Asansol,Dhanbad,12:00,13:00,13:10,14:26,70.6,60,Clear,High,12,False,False,86.1,1h 26m 6s
T103,2024-03-14,Thursday,Howrah,Bardhaman,11:00,12:30,11:00,12:49,0.0,95,Clear,Medium,11,False,False,19.2,0h 19m 12s
T103,2024-03-14,Thursday,Bardhaman,Durgapur,12:30,13:20,12:49,14:20,19.2,55,Fog,Low,12,False,False,60.9,1h 0m 54s
T103,2024-03-14,Thursday,Durgapur,Asansol,13:20,14:00,14:20,15:19,60.9,40,Clear,High,13,False,False,79.6,1h 19m 36s
T103,2024-03-14,Thursday,Asansol,Dhanbad,14:00,15:00,15:19,16:49,79.6,60,Clear,Medium,14,False,False,109.7,1h 49m 42s
T104,2024-03-14,Thursday,Howrah,Bardhaman,13:00,14:30,13:00,14:33,0.0,95,Clear,Low,13,False,False,3.8,0h 3m 48s
T104,2024-03-14,Thursday,Bardhaman,Durgapur,14:30,15:20,14:33,15:37,3.8,55,Rain,Low,14,False,False,17.6,0h 17m 36s
T104,2024-03-14,Thursday,Durgapur,Asansol,15:20,16:00,15:37,16:19,17.6,40,Clear,Low,15,False,False,20.0,0h 20m 0s
T104,2024-03-14,Thursday,Asansol,Dhanbad,16:00,17:00,16:19,17:29,20.0,60,Clear,Medium,16,False,False,29.9,0h 29m 54s
T105,2024-03-14,Thursday,Howrah,Bardhaman,15:00,16:30,15:00,16:38,0.0,95,Clear,Low,15,False,False,8.5,0h 8m 30s
T105,2024-03-14,Thursday,Bardhaman,Durgapur,16:30,17:20,16:38,17:30,8.5,55,Clear,Low,16,False,False,10.4,0h 10m 24s
T105,2024-03-14,Thursday,Durgapur,Asansol,17:20,18:00,17:30,18:38,10.4,40,Clear,High,17,False,False,38.6,0h 38m 36s
T105,2024-03-14,Thursday,Asansol,Dhanbad,18:00,19:00,18:38,19:50,38.6,60,Rain,Low,18,False,False,50.9,0h 50m 54s
T106,2024-03-14,Thursday,Howrah,Bardhaman,17:00,18:30,17:00,18:55,0.0,95,Clear,Medium,17,False,False,25.0,0h 25m 0s
T106,2024-03-14,Thursday,Bardhaman,Durgapur,18:30,19:20,18:55,20:07,25.0,55,Clear,Low,18,False,False,47.0,0h 47m 0s
T106,2024-03-14,Thursday,Durgapur,Asansol,19:20,20:00,20:07,21:28,47.0,40,Rain,Medium,19,False,False,88.0,1h 28m 0s
T106,2024-03-14,Thursday,Asansol,Dhanbad,20:00,21:00,21:28,22:58,88.0,60,Rain,Low,20,False,False,118.7,1h 58m 42s
T107,2024-03-14,Thursday,Howrah,Bardhaman,19:00,20:30,19:00,20:53,0.0,95,Clear,Medium,19,False,False,23.6,0h 23m 36s
T107,2024-03-14,Thursday,Bardhaman,Durgapur,20:30,21:20,20:53,21:57,23.6,55,Clear,Low,20,False,False,37.9,0h 37m 54s
T107,2024-03-14,Thursday,Durgapur,Asansol,21:20,22:00,21:57,22:57,37.9,40,Clear,Medium,21,False,False,57.8,0h 57m 48s
T107,2024-03-14,Thursday,Asansol,Dhanbad,22:00,23:00,22:57,00:13,57.8,60,Clear,Low,22,False,False,73.8,1h 13m 48s
T100,2024-03-15,Friday,Howrah,Bardhaman,05:00,06:30,05:00,06:54,0.0,95,Clear,High,5,False,False,24.0,0h 24m 0s
T100,2024-03-15,Friday,Bardhaman,Durgapur,06:30,07:20,06:54,07:47,24.0,55,Clear,Low,6,False,False,27.6,0h 27m 36s
T100,2024-03-15,Friday,Durgapur,Asansol,07:20,08:00,07:47,08:49,27.6,40,Rain,Medium,7,False,False,49.1,0h 49m 6s
T100,2024-03-15,Friday,Asansol,Dhanbad,08:00,09:00,08:49,10:24,49.1,60,Clear,High,8,False,False,84.9,1h 24m 54s
T101,2024-03-15,Friday,Howrah,Bardhaman,07:00,08:30,07:00,08:44,0.0,95,Clear,High,7,False,False,14.8,0h 14m 48s
T101,2024-03-15,Friday,Bardhaman,Durgapur,08:30,09:20,08:44,10:01,14.8,55,Clear,High,8,False,False,41.9,0h 41m 54s
